comedians,bios
heath hyche,"[['ready', 'one-man', 'high-energy', 'comedic', 'stand-up', 'quick-change', 'original', 'sound', 'vivid', 'manic', 'Last', 'big'], [], [], ['Get', 'HEATH', 'SHOW', 'Heath', 'Hyche', 'Heath', 'Hyche', 'Tonight', 'Show', 'Jay', 'Leno', 'Comic', 'Standing', 'Blue', 'Collar', 'TV', 'Jeff', 'Foxworthy', 'Larry', 'Cable', 'Guy', 'Bill', 'Engvall', 'Heath', 'Man', 'Moon', 'Jim', 'Carrey', 'Will', 'Ferrell', '’', 'Talladega', 'Nights'], [], ['cleverly'], [], []]"
heather mcdonald,"[['third', 'special', '’', '’', 's', 'show', 'entire', 'seven-year', 'mockumentary', 'successful', 'regular', 'll', 'follow-up', 'national', 'stand-up', 'enthusiastic', '*VIP', 'available', 'preferred'], [], [], ['Heather', 'McDonald', '’', 'Juicy', 'Scoop', 'Heather', 'McDonald', 'Showtime', 'Mean', 'Brag', 'Netflix', 'Heather', 'TLC', '’', 'Hollywood', 'Today', 'Live', 'Anderson', 'Cooper', 'Live', 'Kris', 'Jenner', 'Show', 'Heather', 'Chelsea', 'Lately', 'Lately', 'E', 'McDonald', 'Wayans', 'White', 'Dance', 'Flick', 'Bravo', '’', 'Watch', 'Kardashians', 'Logo', '’', 'Rupaul', '’', 'Drag', 'Race', 'Wendy', 'Williams', 'Show', 'Reno', 'Malcolm', 'Middle', 'Heather', '’', 'Never', 'Blue', 'Ball', 'Town', 'Again', 'New', 'York', 'Times', 'Amazon', '’', '“', 'Best', 'Entertainment', '”', 'My', 'Inappropriate', 'Life', 'VIP', 'VIP', 'Meet', 'Greet', 'Heather', 'VIP', 'Lucy', 'Restaurant'], ['Brothers', 'Chicks', 'Sellers'], ['back', 'as', 'well', 'also', 'also', 'also'], [], []]"
henry cho,"[['clean', 'comic', 'clean', 'various', 'Special', 'many', 'various', 'regular', 's', 'clean', 'versatile', 'same', 'Faith-based'], [], ['guest', 'Most'], ['Henry', 'Cho', 'Henry', 'Cho', '’', 'Henry', 'Cho', 'NBC', '’', 'Tonight', 'Show', 'CBS', '’', 'Late', 'Late', 'Show', 'NBC', '’', 'Young', 'NBC', '’', 'Friday', 'Night', 'Videos', 'Henry', 'Henry', 'Cho', 'Show', 'Henry', '’', 'Comedy', 'Central', 'Special', 'Clickin', 'Noise', 'Sirius/XM', 'Blue', 'Collar', 'Radio', 'Grand', 'Ole', 'Opry', 'Henry', '’', 'Universal', '’', 'McHale', '’', 'Navy', 'Say', 'Isn', '’', 'So', 'Material', 'Girls', 'Henry', 'Annual', 'Radio', 'Television', 'Correspondents', '’', 'Dinner', 'Vince', 'Gill', 'Amy', 'Grant', 'Willie', 'Nelson', 'Carrie', 'Underwood', 'Henry', '’', 'Vegas', 'Michael', 'W.', 'Smith', 'Henry', 'Indy', 'Faith', 'Henry', 'Best', 'Supporting', 'Actor', 'Film', 'International', 'Christian', 'Film', 'Festival'], ['Comedians'], ['currently', 'also', 'daily', 'also', 'also', 'extensively', 'so', 'then', 'recently', 'also'], [], []]"
hippieman,"[['seasoned', 'stand-up', 'Great', 'American', 'prestigious', 'comedic', 'sharp'], [], ['most'], ['John', 'Novosad', 'Hippieman', 'John', 'Late', 'Late', 'Show', 'Craig', 'Ferguson', 'Comedy.TV', 'Aspen', 'Laff', 'Festival', 'High', 'Plains', 'Comedy', 'Festival', 'Comedy', 'Festival', 'Bridgetown', 'Comedy', 'Festival', 'Winner', 'Annual', 'Laughing', 'Skull', 'Festival', 'Atlanta', 'John', 'Hippieman', '“', 'Hippieman', '’', 'America.', '”', '’', 'America', 'A', 'Denver', 'Comedy', 'Works', 'Hippieman'], [], ['also', 'extensively', 'so', 'nationally', 'also', 'recently', 'as', 'well', 'also'], [], []]"
holiday roast,"[['fictitious', 'other', 'famous', 'ordinary', 'top', 'favorite', 'angry', 'alive', 'other', 'vile', 'explicit', 'offensive', 'roast-mas'], [], [], ['Halls', 'Boughs', 'Naughty', 'Rudolph', 'Santa', 'Or', 'Frosty', 'Snowman', 'Nutcracker', 'Holiday', 'Roast', 'Comedy', 'Works', 'Denver', '’', 'Mrs.', 'Claus', 'Gingerbread', 'Man', 'NOT', 'THE', 'EASILY', 'OFFENDED', 'Comedy', 'Works', 'Santa', 'Claus', 'PLEASE', 'BE', 'AWARE', 'VERY', 'DIRTY', 'HUMOR'], [], ['as', 'Ever', 'really', 'never', 'only', 'verbally', 'viciously', 'holly', 'jolly', 'only'], [], []]"
how did this get made,"[['High', 'present', 'bad', 'good', 'subject', 'cinematic', 'past', 'many', 'particular', 'such', '‘', 'entire', 'live', 'unique', 'impromptu', '’', ""'15"", 'Break', '’', 'downloaded', 'action-comedy', 'Hot', 'American', ""'Lady"", 'alongside', 'upcoming', 'independent', 'co-starring', 'such', 'Other', 'such', ""'Lady"", ""'American"", 'Notable', 'creative'], ['more'], ['best', 'worst', 'funniest', 'Best', ""'Best"", 'Best', 'most', 'best', 'best'], ['Plain', 'Comedy', 'Festival', 'Comedy', 'Works', 'Entertainment', 'HOW', 'DID', 'THIS', 'GET', 'MADE', 'Paul', 'Scheer', 'Jason', 'Mantzoukas', 'June', 'Diane', 'Raphael', 'Paul', 'Scheer', 'League', 'Veep', 'Jason', 'Mantzoukas', 'League', 'House', 'June', 'Diane', 'Raphael', 'Grace', 'Frankie', 'New', 'Girl', 'Award', 'Winning', 'HOW', 'DID', 'THIS', 'GET', 'MADE', 'Adam', 'Scott', 'Amy', 'Schumer', 'Nick', 'Kroll', 'Patton', 'Oswalt', 'Whitney', 'Cummings', 'Illana', 'Glazer', 'Abbi', 'Jacobson', 'Gillian', 'Jacobs', 'Vanilla', 'Ice', 'Chris', 'Hardwick', 'Chelsea', 'Peretti', 'Pete', 'Davidson', 'Kumail', 'Nanjani', 'Scott', 'Aukerman', 'Surf', 'Ninjas', '’', '‘', 'XXX', 'Xander', 'Cage', '’', 'Room', '’', 'Fast', 'Furious', '’', 'DID', 'THIS', 'GET', 'MADE', 'LA', 'Weekly', 'Vogue', 'TIME', 'Magazine', '’', 'Entertainment', 'Weekly', 'Will', 'Give', 'From', 'Reality', '’', 'Vulture', 'Fascinating', 'Podcasts', '”', 'Backstage', 'Inspire', 'Entertain', 'Top', 'Film', 'Washington', 'Post', 'Top', 'PAUL', 'SCHEER', 'FX', ""'The"", 'League', 'MTV', 'Human', 'Giant', 'Adult', 'Swim', 'NTSF', 'HBO', 'ABC', 'Boat', 'Netflix', 'Summer', 'Dynamite', 'James', 'Franco', 'Disaster', 'Artist', 'Chance', 'Rapper', ""'Slice."", '’', 'JASON', 'MANTZOUKAS', 'Will', 'Ferrell/Amy', 'Poehler', 'THE', 'HOUSE', 'Rafi', 'FX', ""'The"", 'League', ""'Transparent"", 'Sorry', 'Long', 'Dumb', 'Road', 'Tony', 'Revolori', 'Mantzoukas', 'Dictator', 'How', 'Single', 'JUNE', 'DIANE', 'RAPHAEL', 'Burning', 'Love', 'Adult', 'Swim', 'NTSF', 'Netflix', ""'Grace"", 'Frankie', ""'New"", 'Girl', 'Dynamite', 'Dad', 'YEAR', 'ONE', 'ZODIAC', 'Sundance', 'ASS', 'BACKWARDS', 'Casey', 'Wilson', 'Badass', 'Woman', '’', 'Guide', 'Running', 'Office', 'World', '”'], [], ['ever', 'so', 's', 'back', 'truly', 'Now', '’', 'as', 'well', 'also', 'consistently', 'also', 'as', 'well', 'regularly', 'next', 'as', 'well', 'also', 'also', 'Together', 'currently', 'also', 'as', 'well', 'also'], [], ['most']]"
howie mandel,"[['constant', 'national', 'instant', 'watched', 'international', 'American', 'other', 'real', 'countless', 'own', 'first', 'many'], [], [], ['Howie', 'Mandel', 'Deal', 'Deal', 'Howie', '’', 'Emmy-Award', 'St', 'Emmy', 'Bobby', '’', 'World', 'Howie', 'Bobby', '’', 'World', 'FOX', '’', 'Howie', 'Bobby', 'Bobby', '’', 'Howie', '’', 'Howie', 'Howie', 'Mandel', 'Show', 'Tonight', 'Show', 'Jay', 'Leno', 'Regis', 'Live', 'Regis', 'Kelly', 'Howie', 'US', 'Canada'], [], ['back', 'consistently', 'virtually', 'Elsewhere', 'also', 'now', 'closely', 'as', 'well', 'also', 'frequently', 'also', 'also', 'as'], [], ['most']]"
ian abramson,"[['web', 'such', 'regular', 'absurd', 'conceptual', 'past', 'world-famous', 'separate'], ['larger'], [], ['Ian', 'Abramson', 'Pitch', 'Talent', 'Scout', '’', 'Honor', 'Tom', 'Snyder', 'Dr.', 'Katz', 'Ian', '’', 'Explosion', 'Bus', 'Daryl', 'Hall', '“', 'Hall', 'Oates.', '”', 'Funeral', 'Prop', 'Comic', 'A', 'Court', 'Case', 'Young', 'Comedian', 'Onion', 'Ian', '’', 'Ian', 'Just', 'Laughs', 'Festival', 'New', 'Faces', 'Comedy', 'SXSW', 'Oddball', 'Comedy', 'Festival', 'UP', 'Comedy', 'Club', 'Chicago', 'Magazine', 'Ian', '“', 'Best', 'Experimental', 'Comedian', '”', '“', 'Fall.', '”', '*Sunday', '’', 'Purgatory', 'Show', 'Click'], ['Comedians', 'Minutes'], ['also', 'alongside', 'also', 'emotionally', 'also', 'here'], ['longer'], []]"
ian bagg,"[['Canadian', 'big', 'Late', 'diverse', 'half-hour', 'one-hour', 'special', 'favorite', 'Top', 'Last', 'digital', 'available', 'own', 'several'], [], ['latest', 'latest'], ['Ian', 'Bagg', 'New', 'York', 'City', 'Night', 'Conan', 'O', '’', 'Brien', 'Late', 'Late', 'Show', 'Craig', 'Ferguson', 'Tonight', 'Show', 'Jay', 'Leno', 'Make', 'Me', 'Laugh', 'NBC', '’', 'Fridays', 'Showcase', 'Comics', 'Louie', 'Anderson', 'Late', 'Late', 'Show', 'Craig', 'Kilborn', 'Bagg', 'Tim', 'Robbins', 'Cradle', 'Will', 'Rock', 'MVP', 'MXP', 'History', 'Channel', 'Food', 'Network', 'Biography', 'Channel', 'Comedy', 'Central', 'Presents', 'HBO', '’', 'Comics', 'Climb', 'Gabriel', 'Iglesias', 'Presents', 'Stand-Up', 'Revolution', 'Comedy', 'Central', 'Ian', 'Bagg', 'F**king', 'Know', 'Showtime', 'HULU', 'Ian', 'NBC', '’', 'Comic', 'Standing', 'Ian', '’', 'Amazon', 'Google', 'Play', 'Ian', 'Bagg', 'A', 'House', 'Vinnie', 'Montez', 'Friday', 'August'], [], ['also', 'now', 'also'], [], []]"
ian edwards,"[['comedian', 'stand-up', 'regularly', 'new', 'full', 'new', 'Black-ish', 's', 'writer/Supervising', 'previous', 'regular', 'show', 'own', 'Preposterous', 'special'], [], ['Most'], ['Ian', 'Edwards', 'Joe', 'Rogan', 'Ian', 'Half', 'Conan', 'O', '’', 'Brien', '’', 'Team', 'Coco', 'Records', 'Ian', 'Conan', '@', 'Midnight', 'NPR', '’', 'Bullseye', 'Jesse', 'Thorn', 'Kroq', '’', 'Kevin', 'Bean', 'Show', 'ABC', 'Ice', 'Cube', '’', 'Barbershop', 'Sean', 'Baker', '’', 'Tangerine', 'Sundance', 'CBS', '’', 'Broke', 'Girls', 'Adult', 'Swim', '’', 'Black', 'Dynamite', 'Jeff', 'Garlin', 'Idiots', 'Ian', 'MTV', '’', 'Punk', '’', 'Saturday', 'Night', 'Live', 'Cartoon', 'Network', '’', 'Boondocks', 'MTV', '’', 'Lyricist', 'Lounge', 'HBO', '’', 'Bad', 'Boys', 'Comedy', 'Showtime', '’', 'Live', 'Nude', 'Comedy', 'Comedy', 'Death', 'Ray', 'Album', 'Ian', 'Soccer', 'All', 'Things', 'Comedy', 'Network', 'Laughspin.com', 'DeathSquad', 'Network', 'Comedy', 'Works', 'Ian', 'Edwards', 'New', 'Year', 'Eve', 'Thurs', 'Dec', 'Click'], ['Comics'], ['recently', 'as', 'well', 'next', 'just', 'also', 'just', 'proudly', 'here'], [], []]"
iliza shlesinger,"[['fan', 'inaugural', 'own', 'social', 'pop', 'specific', 'first', 'only', 'Last', 'Comic', 'debut', 'one-hour', 'special', 'Top', '’', 's', 'special', 'poignant', 'first', 'national', '“', 'next', 'stand-up', 'special', 'second', '“', 'annual', 'multiple', 'digital', 'scripted', 'second', '*VIP', 'available', 'photo'], [], ['youngest', 'hottest', 'latest'], ['Iliza', '’', 'Truth', 'Iliza', 'Freeform', 'Iliza', '’', 'November', 'Girl', 'Logic', 'Genius', 'Absurdity', 'Weinstein', 'Books', 'NBC', 'War', 'Paint', 'Iliza', 'Freezing', 'Hot', 'Netflix', 'Original', 'Comedy', 'Special', 'America', 'September', 'Iliza', 'Netflix', 'Confirmed', 'Kills', 'Iliza', 'Confirmed', 'Kills', 'Tour', 'Iliza', 'Elle', '’', 'Women', 'Comedy', '”', 'Tonight', 'Show', 'Jimmy', 'Fallon', 'Late', 'Late', 'Show', 'James', 'Corden', 'Today', 'Show', 'Forever', 'ABCd', 'Hulu', 'VIP'], [], ['recently', 'very', 'late', 'not', 'recently', 'currently', 'recently', 'Additionally', 'currently', 'already'], [], []]"
infauxmation,"[['legendary', 'tenacious', 'real', 's', 'local', 'national', '’', 'line-up'], [], [], ['Edward', 'R.', 'Murrow', 'Walter', 'Cronkite', 'Tom', 'Brokaw', 'Brent', 'Gill', 'Three', '’', 'Brent', 'Gill', 'Denver', '”', '–', 'Westword', 'Brent', 'Gill', 'Brent', '’', '“', 'Meet', 'Press.', '”', 'Real', 'Click', 'Brent', 'Denver', 'Toronto', 'New', 'York', 'Los', 'Angeles', 'Gill', 'Nathan', 'Lund', 'Rachel', 'Weeks', 'Zach', 'Reinert'], [], ['then', 'never', 'never', 'actually', 'even', 'probably'], [], []]"
international womens day,"[['next', 'powerful', 'brilliant', 'local', 'first', 'prestigious', 'funny', 'universal', 'intuitive', 'high', 'laugh', 'strong', 'smart', 'whole', 'inner', 'comprehensive', 'elementary', 'middle', 'high', 'strong', 'smart', 'iHeart', 'happy', 'amazing', 'iHeart'], ['more', 'closer'], [], ['International', 'Women', '’', 'Day', 'Nancy', 'Norton', 'BalanceforBetter', 'Nancy', 'Norton', 'Boston', 'Comedy', 'Festival', 'Denver', 'Post', 'Girls', 'Inc.', 'Metro', 'Denver', 'Girls', 'Inc.', 'Metro', 'Denver', 'GIMD', 'GIMD', 'Women', 'Radio', 'April', 'Zesbaugh', 'KOA', 'Mandy', 'Connell', 'KOA', 'Ginger', 'Havlat', 'KBCO', 'Robbyn', 'Hart', 'KBCO', 'Chelsea', 'Thomas', 'Bull', 'Denise', 'Plante', 'Bull', 'Nina', 'Blanco', 'Party', 'Laura', 'Hatch', 'KBPI', 'Come', 'Lila', 'B', 'Lounge'], [], ['as', 'well', 'just', 'ever', 'uniquely', 'fast', ""n't"", 'Together', 'early'], [], []]"
intro to screenwriting workshop,"[['original', 'crash', 'narrative', 'other', 'finished', 'receive', 'Angeles-based', 'comedian', 'various', 'literary', 'feminist', 'stand-up', 'intensive'], [], [], ['Want', 'Join', 'Caitlin', 'Durante', 'Bechdel', 'Cast', 'Attendees', 'Caitlin', 'Caitlin', 'Durante', 'Los', 'MFA', 'Screenwriting', 'ScreenCraft', 'Amazon', 'Studios', 'LA', 'New', 'York', 'Boston', 'Portland', 'Seattle', 'Caitlin', 'Bechdel', 'Cast', 'Paddington'], [], [""n't"", 'as', 'well', 'also', 'currently', 'also'], [], []]"
j b smoove,"[['unique', 'comedic', 'stand-up', 'longtime', 'Other', 'back-to-back'], [], [], ['JB', 'Smoove', 'Leon', 'HBO', 'Curb', 'Your', 'Enthusiasm', 'Chris', 'Rock', 'Chris', 'Rock', 'Show', 'Adam', 'Sandler', 'Mr', 'Deeds', 'Saturday', 'Night', 'Live', 'Cedric', 'Entertainer', 'Jamie', 'Foxx', 'Laffapalooza', 'Late', 'Night', 'Conan', 'O', '’', 'Brien', 'Bonnaroo', 'Music', 'Festival', '’', 'Comedy', 'Theater'], ['Presents'], ['not', 'only', 'alongside', 'alongside', 'regularly'], [], []]"
jack whitehall,"[['multifaceted', 'British', 'comedian', 'due', 'opposite', 'screen', 'second', 'additional', 's'], [], ['Most'], ['Jack', 'Whitehall', 'Whitehall', 'Disney', '’', 'Jungle', 'Cruise', 'Jaume', 'Collet-Serra', '‘', 'George', 'MacGregor', '’', 'Emily', 'Blunt', 'Dwayne', 'Johnson', 'Upcoming', 'Jack', 'Amazon', 'Prime', '’', 'Good', 'Omens', 'May', 'Disney', '’', 'Nutcracker', 'Four', 'Realms', 'Jack', 'Netflix', 'Jack', 'Whitehall', 'Large', 'Jack', 'Whitehall', 'My', 'Father', 'Jack', '’', 'Garry', 'Marshall', '’', 'Mother', '’', 'Day', 'Jason', 'Sudeikis', 'Kate', 'Hudson', 'Jennifer', 'Aniston', 'Julia', 'Roberts', 'BBC', '’', 'Decline', 'Fall', 'Eva', 'Longoria', 'Bad', 'Education'], [], ['recently', 'next', 'recently', 'currently', 'as', 'well'], [], []]"
jackie kashian,"[['racy', 'stand-up', 'special', 'available', 'digital', '@', 'American', 'safe'], ['more'], [], ['Jackie', 'Kashian', 'All', 'Things', 'Considered', 'Story', 'Amazon', 'Billboard', 'Jackie', '’', 'Will', 'Make', 'Excellent', 'Horcrux', 'DVD', 'Comedy', 'Film', 'Nerds', 'Jackie', 'Brian', 'Regan', 'Carnegie', 'Hall', 'Maria', 'Bamford', 'Stanley', 'Night', 'Live', 'Estes', 'Park', 'CO', 'Stanley', 'Hotel', 'CONAN', 'HBO', '’', 'S', 'Dope', 'Queens', 'Comedy', 'Central', 'Midnight', 'Jackie', 'Life', 'Ira', 'Glass', 'NPR', 'Netflix', 'Lady', 'Dynamite', 'IFC', 'Maron', 'Kashian', '’', 'Dork', 'Forest', 'Jackie', 'Nerdist', 'Network', 'Jackie', 'Laurie', 'Show'], [], ['really', 'Not', 'as', 'well', 'as', 'well', 'critically', 'also'], [], []]"
jake johannsen,"[['self-confessed', 'weird', 's', 'favorite', 'forty-four', 'other', 'comic', 'Late', 'late', 'own', 'special', '’', 'll', 'incredible', 'strong', 'Cable', 'special', 'big', 'next', 'first', '’', 'bizarre', 'uniquely', 'intelligent', 'former', 'numerous', 'own', 'special'], ['more'], ['best'], ['Jake', 'David', 'Letterman', '’', 'Letterman', 'Night', 'Conan', 'O', '’', 'Brien', 'Tonight', 'Show', 'Jay', 'Leno', 'Politically', 'Incorrect', 'Jake', 'Jake', 'HBO', 'Hour', 'Jake', 'Ace', 'Award', 'Best', 'Writing', 'Entertainment', 'Special', 'People', 'Magazine', '“', '”', 'TV', 'Guide', '“', 'Funniest', 'TV.', '”', 'Jake', 'Jake', 'Bruce', 'Willis', 'Alan', 'Rudolph', 'Breakfast', 'Champions', 'Jake', 'Rudolph', 'Mrs.', 'Parker', 'Vicious', 'Circle', 'Matthew', 'Broderick', 'Jennifer', 'Jason', 'Leigh', 'Campbell', 'Scott', 'Jake', 'Comedy', 'Central', '’', 'Drink', 'Minimum', 'Jake', 'Comedy', 'Central', '½', 'Comedy', 'Special', 'Love', 'Netflix', 'Showtime', 'Currently'], [], ['not', 'very', 'also', 'as', 'well', 'Additionally'], [], []]"
James Davis,"[['new', 'contemporary', 'urban', 'unique', 'hybrid', 'urban', 'mainstream', 'Real', 'upcoming', 'Next'], [], [], ['James', 'Davis', 'June', 'Hood', 'Adjacent', 'James', 'Davis', 'Comedy', 'Central', 'Exploring', 'Davis', 'Davis', 'Late', 'Late', 'Show', 'James', 'Corden', 'CBS', 'Kevin', 'Hart', '’', 'Hollywood', 'Comedy', 'Central', 'James', 'Kevin', 'Hart', 'Level', 'Comedy', 'Central'], [], ['also'], [], []]"
James Veitch,"[['Responsible', 'musician', 'unashamedly', 'nerdy', 'hilarious', 'digital', 'former', 's', 'high-tech', 'fast-advancing', 'first', 'viral', 'best-selling', 'wicked', '–', 'Independent', 'Near-constant'], [], ['fastest'], ['TED', 'Talk', 'TED', 'UK', 'James', 'Veitch', 'Apple', 'Store', 'Genius', 'Veitch', '’', 'Edinburgh', 'Fringe', 'Soho', 'Theatre', 'Dot', 'Con', 'Game', 'Face', 'Genius', 'Bar', 'Veitch', 'Scamalot', 'Mashable', 'James', 'UK', 'U.S.', 'Scandinavia', 'DotCon', 'Show', 'PG-13', 'New', 'York', 'Times', 'Scotsman', 'Tears-down-the-face', 'Sunday', 'Herald'], [], ['ever', 'apart', 'up', 'belly'], [], []]"
jamie kennedy,"[['multitalented', 'scene-stealing', 'opposite', 'comedic', 'documentary', 'critical', 'interesting', 'such', 'several', 'last', 'big', 'Good', 'many', 'good', 'bad', 'current'], ['more', 'more'], ['Most'], ['Jamie', 'Kennedy', 'Wes', 'Craven', 'Scream', 'Scream', 'Kennedy', 'CBS', '’', 'Ghost', 'Whisperer', 'Jennifer', 'Love', 'Hewitt', 'Jamie', 'Heckler', 'Michael', 'Addis', 'Heckler', 'George', 'Lucas', 'Bill', 'Maher', 'Rob', 'Zombie', 'Kennedy', 'Kickin', 'Old', 'Skool', 'Malibu', 'Wanted', 'Baz', 'Luhrmann', 'Romeo', '+', 'Juliet', 'Three', 'Kings', 'Bowfinger', 'Boiler', 'Room', 'Robots', 'Enemy', 'State', 'Jamie', 'WB', 'Jamie', 'Kennedy', 'Experiment', 'WB', 'Kennedy', 'WB', 'Starlet', 'Fran', 'Kennedy', 'Wannabe', 'Hollywood', 'Experiment', 'Kennedy', 'Philly', 'Hollywood'], [], ['increasingly', 'also', 'As', 'again', 'also'], [], []]"
jamie lee,"[['Weddiculous', 'stand-up', 'new', 'bride-to-be', 'Last', 'Comic', 'new', 'new'], [], [], ['Tour', 'Jamie', 'Lee', 'MTV', 'GirlCode', 'TruTV', 'Best', 'Worst', 'Harper', 'Collins', 'Weddiculous', 'Jamie', 'Conan', 'Chelsea', 'Lately', 'Late', 'Late', 'Show', 'James', 'Corden', 'Comedy', 'Central', '@', 'Midnight', 'MTV', 'Ridiculousness', 'John', 'Oliver', 'Stand', 'Up', 'Show', 'Pete', 'Holmes', 'Show', 'E', 'Lifetime', 'Judd', 'Apatow', 'HBO', 'Crashing', 'Purchase', 'Jamie', 'Lee', 'Weddiculous'], [], ['as', 'well', 'also', 'also'], [], []]"
janeane garofalo,"[['comedian', 'American', 'many', 'memorable', 'acclaimed', 'such', 'cast', 'cast', 'other', 'final', 'many', 'American', 'outspoken', 'stand-up', 'instrumental', 'successful', 'first', 'liberal', 'own', 'right'], [], ['best'], ['Actress', 'Janeane', 'Garofalo', 'Janeane', 'Cats', 'Dogs', 'Wet', 'Hot', 'American', 'Summer', 'Ratatouille', 'Steal', 'Movie', 'Reality', 'Bites', 'Romy', 'Michelle', 'High', 'School', 'Reunion', 'Mystery', 'Men', 'Ten', 'Cable', 'Guy', 'Janeane', 'Feel', 'Book', 'Ben', 'Stiller', 'Janeane', 'Emmy', 'Award-winning', 'Ben', 'Stiller', 'Show', 'Paula', 'Larry', 'Sanders', 'Show', 'Emmy', 'Saturday', 'Night', 'Live', 'Janeane', 'HBO', 'FOX', '’', 'Mad', 'NBC', 'West', 'Wing', 'Janeane', 'Netflix', '’', 'Wet', 'Hot', 'Summer', 'Comedy', 'Central', '’', 'Broad', 'City', 'Adult', 'Swim', '’', 'Shivering', 'Truth', 'Janeane', 'Air', 'America', 'Radio', 'Majority', 'Report', 'A', 'Janeane', 'Please'], [], ['critically', 'also', 'recently', 'Later', 'also'], ['More'], []]"
jay chandrasekhar,"[['comedian', 'wide', 'co-wrote', 'special', 'direct', 'Other', 'various', 'several'], [], [], ['Director', 'Jay', 'Chandrasekhar', 'Chandrasekhar', 'Broken', 'Lizard', 'Kevin', 'Heffernan', 'Steve', 'Lem', 'Paul', 'Soter', 'Erik', 'Stolhanske', 'Broken', 'Lizard', 'Jay', 'Fox', 'Searchlight', 'Picture', '’', 'Super', 'Troopers', 'Super', 'Troopers', 'Club', 'Dread', 'Warner', 'Bros', '’', 'Beerfest', 'Broken', 'Lizard', 'Broken', 'Lizard', 'Up', 'Jay', 'Dukes', 'Hazzard', 'Millennium', 'Entertainment', '’', 'DreamWorks', '’', 'Man', 'Chandrasekhar', 'Mustache', 'Making', 'Super', 'Troopers', 'Comedy', 'Super', 'Troopers', 'Chandrasekhar', 'Emmy', 'Award', 'Arrested', 'Development', 'Community', 'Chuck', 'Grinder', 'Up', 'All', 'Night', 'Happy', 'Endings', 'New', 'Girl', 'Psych', 'Jay', 'Fresh', 'Off', 'Boat', 'Goldbergs', 'Speechless', 'Schooled'], ['Babymakers', 'Shenanigans'], ['critically', 'Together', 'also', 'Recently', 'recently', 'also'], ['More'], []]"
jay mohr,"[['Comedian', 'stand-up', 'comic', 'such', 'different', 'ground-breaking', 'Criminal', 'Stand-Up', 'best-selling', 'hilarious', 'funny', 'weekly', 'eclectic'], ['more'], ['best'], ['Jay', 'Mohr', 'Jay', 'Saturday', 'Night', 'Live', 'Mohr', 'Jay', 'Jerry', 'Maguire', 'Picture', 'Perfect', 'Pay', 'Forward', 'Are', 'CBS', 'Gary', 'Unmarried', 'Law', 'Order', 'Intent', 'Suburgatory', 'Comedy', 'Central', 'Mohr', '“', 'Greatest', 'All', 'Time.', '”', 'Additionally', 'Mohr', 'Airtime', 'SNL', 'No', 'Wonder', 'My', 'Parents', 'Drank', 'Jay', 'Mohr', 'Stories', 'Charlie', 'Sheen', 'Rufus', 'Wainright', 'Damien', 'Echols', 'Memphis', 'Three'], [], ['Never', 'always', 'just', 'Yet', 'also', 'as', 'well', 'also'], [], []]"
jay pharoah,"[['stand-up', 'six-season', 'stellar', 'many', 'memorable', 'actual', 'high', 'dramatic', 'upcoming', 'opposite', 'various', 'animated', 'second', 'stand-up', 'special'], [], ['most'], ['Jay', 'Pharoah', 'Saturday', 'Night', 'Live', 'President', 'Barack', 'Obama', 'Jay', 'Z', 'Denzel', 'Washington', 'Kanye', 'West', 'Pharoah', 'Principal', 'Daniel', 'Frye', 'Pharoah', '’', 'Jay', '’', 'Showtime', '’', 'White', 'Famous', 'Steven', 'Soderberg', '’', 'Unsane', 'TwoMinutesofFame', 'Katt', 'Williams', 'Jay', 'Lionsgate/CBS', 'Films', 'Get', 'A', 'Job', 'Miles', 'Teller', 'Anna', 'Kendrick', 'Chris', 'Rock', '’', 'Top', 'Five', 'Universal', '’', 'Ride', 'Along', 'Kevin', 'Hart', 'Ice', 'Cube', 'Jay', '’', 'Family', 'Guy', 'BoJack', 'Horseman', 'Legends', 'Chamberlain', 'Heights', 'Robot', 'Chicken', 'Supermansion'], [], ['well', 'also', 'Previously', 'opposite', 'recently', 's', 'currently'], [], []]"
